產業別,名稱,公司代號,ROE,EPS,FCF,毛利率,營業利益率,純益率,現金殖利率,高登,總資產周轉率,盈餘成長率,營收年成長率,PBR,PER,每股淨值,權益乘數,股本億元,平均價,股價標準差,股價變異數
電腦及週邊設備,科誠,4987,0.165722932,5.66,6.635416667,0.415240548,0.17868358,0.146963446,0.072320764,0.107964646,0.864710073,0.035643882,2.69,1.779136213,10.31432974,37.625,1.30204259,3.2,78.03032787,10.46752288,109.5690353
電腦及週邊設備,科嘉-KY,5215,0.068759405,3.703333333,3.536458333,0.264100013,0.098149988,0.086793094,0.038394168,0.069728057,0.564112255,0.031333889,-7.656666667,0.863538215,13.5,58.46875,1.266194051,6.4,41.34036885,4.894506397,23.95619287
電腦及週邊設備,安力-KY,5223,0.032625884,1.26,0.903703704,0.214779398,0.028054302,0.024367913,0.014278575,0.031636765,0.505599647,0.01735819,-8.846666667,0.800866337,0,44.88888889,1.683903676,4.5,27.33811475,5.93695982,35.2474919
電腦及週邊設備,虹堡,5258,0.253442433,7.73,1.640736019,0.326068343,0.126784794,0.11079295,0.01565264,0.191733455,1.191945859,0.176080814,23.89666667,2.931774409,19.0015748,41.1559633,1.845043311,10.9,80.77131148,16.23452593,263.559832
電腦及週邊設備,宜鼎,5289,0.197196647,15.54666667,13.06255663,0.331629249,0.165336879,0.144068494,0.047730459,0.101313531,0.999676934,0.053583073,-3.673333333,3.37161345,23.30245902,84.31868132,1.290361771,9.1,250.727459,33.95140718,1152.698049
電腦及週邊設備,協益,5356,0.057975006,2.346666667,3.427184466,0.09675249,0.022541945,0.06883983,0.072187829,0.073284123,0.605215724,0.022518745,0.936666667,0.775597079,16.23148148,45.2038835,1.318093804,10.3,29.57540984,3.522518657,12.40813769
電腦及週邊設備,青雲,5386,0.144655394,2.496666667,-2.694392947,0.066376755,0.035762722,0.024846094,0.007947596,0.12027461,2.612147516,0.112327014,31.69333333,3.898885246,23.17824773,19.67741935,2.750222222,3.1,75.43196721,10.13608853,102.7402908
電腦及週邊設備,振發,5426,0.050064048,0.723333333,1.597222222,0.170258059,0.018515077,0.062980406,0.010353563,0.043065509,0.561985578,0.032711946,-0.336666667,2.10850373,33.70707071,15.82638889,1.314469749,14.4,27.25348361,4.141839385,17.15483349
電腦及週邊設備,東友,5438,0.021048888,0.666666667,2.679324895,0.160457554,-0.041487498,0.036725427,0.030023124,0.033320153,0.443036948,0.003297029,-7.27,0.539968818,19.92727273,40.59493671,1.213114754,7.9,24.96413934,5.668900692,32.13643506
電腦及週邊設備,寶聯通,5450,0.067415908,0.893333333,1.617486339,0.264466081,0.035876597,0.038113513,0.024713196,0.054840778,0.791433827,0.030127581,-6.373333333,1.318991228,17.45132743,14.95081967,1.997706422,12.2,16.17192623,2.311142445,5.341379402
